cost_multiplier,period,candidate_cagr,mvo_cagr,cdi_cagr,excess_mvo_cagr,excess_cdi_cagr
1,2015-2020,0.11296521821398953,0.10997800769756028,0.08511971475667113,0.0029872105164292506,0.0278455034573184
1,2021-2025,0.14925553602421116,0.14810441348844083,0.10347591307479975,0.0011511225357703214,0.0457796229494114
2,2015-2020,0.11239238571597387,0.10997800769756028,0.08511971475667113,0.0024143780184135988,0.027272670959302747
2,2021-2025,0.14885440894916502,0.14810441348844083,0.10347591307479975,0.0007499954607241843,0.045378495874365266
4,2015-2020,0.11124635192615462,0.10997800769756028,0.08511971475667113,0.0012683442285943425,0.02612663716948349
4,2021-2025,0.1480521308326055,0.14810441348844083,0.10347591307479975,-5.228265583534508e-05,0.044576217757805736
8,2015-2020,0.10895280236879179,0.10997800769756028,0.08511971475667113,-0.001025205328768486,0.023833087612120663
8,2021-2025,0.14644747854914075,0.14810441348844083,0.10347591307479975,-0.001656934939300081,0.042971565474341
