year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.6639673245370984,0.6654673245370983,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.6513594613677977,0.6538369309105636,1.651646361843945,0.13939289494698648,258,0.7397646564531561
2017,2.240485197505391,2.2434361175486965,1.9672800288703403,0.09869747716374477,260,0.8758134462196199
2018,1.0556082262235704,1.056790758540883,0.7883548782082652,0.06393224883871174,262,0.6530546159819116
2019,0.04812707089960041,0.051127070887736714,1.9999999920908693,0.05933780936875266,266,0.2061423908230255
2020,0.2598616443330564,0.2628590000609352,1.9982371519192064,0.0274025853352573,268,0.311075188790148
2021,-0.05481213745032097,-0.051812137471371034,1.9999999859666258,0.04415820920482849,273,0.5278810024533993
2022,0.014325460941768793,0.017308476213233615,1.9886768476432146,0.12294915546054375,297,0.010774454327504
2023,0.2580724192263039,0.26107241922505664,1.9999999991684878,0.1293265758525719,332,0.2075973884334144
2024,0.18980929058109078,0.1928092905794787,1.9999999989252808,0.10777090353467478,333,0.1475271691096646
2025,-0.820915819068703,-0.8180639001065019,1.9012793081341197,0.14209253474057149,325,-0.3087918114055668
